init_id,part_number,title,sbt_price,cost,has_stock,stock_eta,description,applications
111WS410,111WS410,"Storage Cover for Yamaha 1991-1993 Wave Runner LX/ 1992-1995 VXR, VXR Pro",138.95,106.85,True,In Stock ETA: 5-7 business days,"A good storage cover is essential to protect your Yamaha watercraft while it is stored.

Our cover is made of 600D solution dyed polyester, which means the color goes all the way through and is much more fade resistant that other covers. Each Yamaha Jet Ski cover comes with a tie down strap kit for trailering locally.

The Yamaha covers work great for indoor and outdoor storage applications and the 600D material is breathable to help prevent mildew growth and allow moisture to evaporate.

All Yamaha covers come in a Black and Gray 2 tone color pattern.

Yamaha covers have a 1 year warranty against defects in workmanship or material.",1991	WAVE RUNNER LX	1992	WAVE RUNNER LX	1993	WAVE RUNNER LX	
111WS410-C,111WS410-C,"Custom Storage Cover for Yamaha 1991-1993 Wave Runner LX/ 1992-1995 VXR, VXR Pro",196.95,137.85,False,,"Each of our custom storage covers are made from a very high end 600 Denier solution dyed polyester to resist fading and dry rot. We use only the highest quality thread that is designed to withstand the harsh UV rays from the sun without it deteriorating. Each cover is custom fitted to your specific year, make and model watercraft so you know it will have a great look whether sitting on your dock or traveling down the road on your trailer. All covers have a shock cord sewn into the hem and include adjustable tie down straps for added security while trailering locally.

Custom storage covers are sewn to order and usually ship in 48-72 hrs.

Being a custom product there are no returns accepted. Covers have a 1 year warranty against any defects in material or workmanship.

Contact SBT's Sales Team or email us at Sales@shopsbt.com for further assistance. 

Color samples may be sent to you upon request or viewed by clicking HERE",1991	WAVE RUNNER LX	1992	WAVE RUNNER LX	1993	WAVE RUNNER LX	
111WS412,111WS412,Storage Cover for Yamaha 1994-1997 Wave Raider 700/760/1100,138.95,106.85,True,In Stock ETA: 5-7 business days,"A good storage cover is essential to protect your Yamaha watercraft while it is stored.

Our cover is made of 600D solution dyed polyester, which means the color goes all the way through and is much more fade resistant that other covers. Each Yamaha Jet Ski cover comes with a tie down strap kit for trailering locally.

The Yamaha covers work great for indoor and outdoor storage applications and the 600D material is breathable to help prevent mildew growth and allow moisture to evaporate.

All Yamaha covers come in a Black and Gray 2 tone color pattern.

Yamaha covers have a 1 year warranty against defects in workmanship or material.",1994	WAVE RAIDER 700	1995	WAVE RAIDER 1100	1995	WAVE RAIDER 700	1995	WAVE RAIDER 700 DELUXE	1996	WAVE RAIDER 1100	1996	WAVE RAIDER 700	1996	WAVE RAIDER 760	1997	WAVE RAIDER 700	
111WS412-C,111WS412-C,Custom Storage Cover for Yamaha 1994-1997 Wave Raider 700/760/1100,196.95,137.85,False,,"Each of our custom storage covers are made from a very high end 600 Denier solution dyed polyester to resist fading and dry rot. We use only the highest quality thread that is designed to withstand the harsh UV rays from the sun without it deteriorating. Each cover is custom fitted to your specific year, make and model watercraft so you know it will have a great look whether sitting on your dock or traveling down the road on your trailer. All covers have a shock cord sewn into the hem and include adjustable tie down straps for added security while trailering locally.

Custom storage covers are sewn to order and usually ship in 48-72 hrs.

Being a custom product there are no returns accepted. Covers have a 1 year warranty against any defects in material or workmanship.

Contact SBT's Sales Team or email us at Sales@shopsbt.com for further assistance. 

Color samples may be sent to you upon request or viewed by clicking HERE","1994	WAVE RAIDER 700	
1995	WAVE RAIDER 1100	
1995	WAVE RAIDER 700	
1995	WAVE RAIDER 700 DELUXE	
1996	WAVE RAIDER 1100	
1996	WAVE RAIDER 700	
1996	WAVE RAIDER 760	
1997	WAVE RAIDER 700	"
111WS413,111WS413,Storage Cover for Yamaha FX/FX HO/FX Cruiser/FX Cruiser HO 2004-2008,138.95,106.85,True,,"A good storage cover is essential to protect your Yamaha watercraft while it is stored.

Our cover is made of 600D solution dyed polyester, which means the color goes all the way through and is much more fade resistant that other covers. Each Yamaha Jet Ski cover comes with a tie down strap kit for trailering locally.

The Yamaha covers work great for indoor and outdoor storage applications and the 600D material is breathable to help prevent mildew growth and allow moisture to evaporate.

All Yamaha covers come in a Black and Gray 2 tone color pattern.

Yamaha covers have a 1 year warranty against defects in workmanship or material.","2004 FX Cruiser
2004 FX Cruiser HO 

2005 FX Cruiser
2005 FX Cruiser HO 

2006 FX 
2006 FX HO 
2006 FX CRUISER 
2006 FX CRUISER HO 
2006 FX CRUISER HO ANNIVERSARY 

2007 FX 
2007 FX HO 
2007 FX CRUISER 
2007 FX CRUISER HO 

2008 FX HO 
2008 FX 
2008 FX CRUISER 
2008 FX CRUISER HO"
111WS413-C,111WS413-C,Custom Storage Cover for Yamaha FX/FX HO/FX Cruiser/FX Cruiser HO 2004-2008,199.95,168.95,False,,"A good storage cover is essential to protect your Yamaha PWC while it is stored.
WaterCraft Superstore makes an excellent Custom Storage Cover for just that purpose. 
Just select your color preferences and we can custom make your cover to look the way you want it. 
*Please be sure that your specific model is listed in the applications tab as these covers are non-returnable*

Our cover is made of 600D solution dyed polyester, which means the color goes all the way through and 
is much more fade resistant than other covers. Each Yamaha Wave Runner PWC storage cover comes with a tie down strap kit 
for trailering and a storage bag to keep your Yamaha PWC storage cover in while you are out riding. 

The Yamaha PWC storage cover works great for indoor and outdoor storage applications and the 600D material is breathable
to help prevent mildew growth and allow moisture to evaporate. ","2004 FX Cruiser
2004 FX Cruiser HO 

2005 FX Cruiser
2005 FX Cruiser HO 

2006 FX 
2006 FX HO 
2006 FX CRUISER 
2006 FX CRUISER HO 
2006 FX CRUISER HO ANNIVERSARY 

2007 FX 
2007 FX HO 
2007 FX CRUISER 
2007 FX CRUISER HO 

2008 FX HO 
2008 FX 
2008 FX CRUISER 
2008 FX CRUISER HO"
111WS414-C,111WS414-C,Custom Storage Cover for Yamaha 2000-2002 GP 1200R /2001-2005 GP 800 /2003-2008 GP 1300R,199.95,168.95,False,,"Each of our custom storage covers are made from a very high end 600 Denier solution dyed polyester to resist fading and dry rot. We use only the highest quality thread that is designed to withstand the harsh UV rays from the sun without it deteriorating. Each cover is custom fitted to your specific year, make and model watercraft so you know it will have a great look whether sitting on your dock or traveling down the road on your trailer. All covers have a shock cord sewn into the hem and include adjustable tie down straps for added security while trailering locally.

Custom storage covers are sewn to order and usually ship in 48-72 hrs.

Being a custom product there are no returns accepted. Covers have a 1 year warranty against any defects in material or workmanship.

Contact SBT's Sales Team or email us at Sales@shopsbt.com for further assistance. 

Color samples may be sent to you upon request or viewed by clicking HERE","2000	GP 1200R	2001	GP 1200R	2001	GP 800	2002	GP 1200	2002	GP 800A	2003	GP 800R	
2004	GP 800A	
2005	GP 800R	

2003	GP 1300R	
2004	GP 1300R	
2005	GP 1300R	
2006	GP 1300R	
2007	GP 1300R	
2008	GP 1300R	"
111WS415,111WS415,Storage Cover for Yamaha GP760 /1998-2000 GP 800 /GP1200/1997-1999 GP 700,138.95,106.85,True,In Stock ETA: 5-7 business days,"A good storage cover is essential to protect your Yamaha watercraft while it is stored.

Our cover is made of 600D solution dyed polyester, which means the color goes all the way through and is much more fade resistant that other covers. Each Yamaha Jet Ski cover comes with a tie down strap kit for trailering locally.

The Yamaha covers work great for indoor and outdoor storage applications and the 600D material is breathable to help prevent mildew growth and allow moisture to evaporate.

All Yamaha covers come in a Black and Gray 2 tone color pattern.

Yamaha covers have a 1 year warranty against defects in workmanship or material.",1997	GP 1200	1997	WAVE RUNNER 760	1998	GP 1200	1998	GP 800	1998	WAVE RUNNER 760 	1999	GP 1200	1999	GP 760	1999	GP 800	1999	WAVE RUNNER 760 GP 760	2000	GP 760	2000	GP 800	
111WS415-C,111WS415-C,Custom Storage Cover for Yamaha GP760 /1998-2000 GP 800 /GP1200/1997-1999 GP 700,196.95,137.85,False,,"Each of our custom storage covers are made from a very high end 600 Denier solution dyed polyester to resist fading and dry rot. We use only the highest quality thread that is designed to withstand the harsh UV rays from the sun without it deteriorating. Each cover is custom fitted to your specific year, make and model watercraft so you know it will have a great look whether sitting on your dock or traveling down the road on your trailer. All covers have a shock cord sewn into the hem and include adjustable tie down straps for added security while trailering locally.

Custom storage covers are sewn to order and usually ship in 48-72 hrs.

Being a custom product there are no returns accepted. Covers have a 1 year warranty against any defects in material or workmanship.

Contact SBT's Sales Team or email us at Sales@shopsbt.com for further assistance. 

Color samples may be sent to you upon request or viewed by clicking HERE",1997	GP 1200	1997	WAVE RUNNER 760	1998	GP 1200	1998	GP 800	1998	WAVE RUNNER 760 	1999	GP 1200	1999	GP 760	1999	GP 800	1999	WAVE RUNNER 760 GP 760	2000	GP 760	2000	GP 800	
111WS417-C,111WS417-C,Custom Storage Cover for Yamaha 1999-2004 SUV,196.95,137.85,False,,"Each of our custom storage covers are made from a very high end 600 Denier solution dyed polyester to resist fading and dry rot. We use only the highest quality thread that is designed to withstand the harsh UV rays from the sun without it deteriorating. Each cover is custom fitted to your specific year, make and model watercraft so you know it will have a great look whether sitting on your dock or traveling down the road on your trailer. All covers have a shock cord sewn into the hem and include adjustable tie down straps for added security while trailering locally.

Custom storage covers are sewn to order and usually ship in 48-72 hrs.

Being a custom product there are no returns accepted. Covers have a 1 year warranty against any defects in material or workmanship.

Contact SBT's Sales Team or email us at Sales@shopsbt.com for further assistance. 

Color samples may be sent to you upon request or viewed by clicking HERE",1999	SUV 1200 2000	SUV 12002001	SUV 12002002	SUV 12002003	SUV 12002004	SUV 1200
111WS418,111WS418,Storage Cover for Yamaha FX SHO/Cruiser SHO 2008-2011 / FX HO/FX Cruiser HO 2008-2011,138.95,106.85,True,In Stock ETA: 5-7 business days,"A good storage cover is essential to protect your Yamaha watercraft while it is stored.

Our cover is made of 600D solution dyed polyester, which means the color goes all the way through and is much more fade resistant that other covers. Each Yamaha Jet Ski cover comes with a tie down strap kit for trailering locally.

The Yamaha covers work great for indoor and outdoor storage applications and the 600D material is breathable to help prevent mildew growth and allow moisture to evaporate.

All Yamaha covers come in a Black and Gray 2 tone color pattern.

Yamaha covers have a 1 year warranty against defects in workmanship or material.",2008 FX SHO Storage Cover  2008 FX CRUISER SHO Storage Cover   2009 FX HO Storage Cover  2009 FX SHO Storage Cover  2009 FX CRUISER HO Storage Cover  2009 FX CRUISER SHO Storage Cover   2010 FX HO Storage Cover  2010 FX SHO Storage Cover  2010 FX CRUISER HO Storage Cover  2010 FX CRUISER SHO Storage Cover   2011 FX HO Storage Cover  2011 FX SHO Storage Cover  2011 FX CRUISER HO Storage Cover  2011 FX CRUISER SHO Storage Cover 
111WS418-C,111WS418-C,Custom Storage Cover For Yamaha FX SHO/Cruiser SHO 2008-2011 / FX HO/FX Cruiser HO 2008-2011,196.95,137.85,False,,"Each of our custom storage covers are made from a very high end 600 Denier solution dyed polyester to resist fading and dry rot. We use only the highest quality thread that is designed to withstand the harsh UV rays from the sun without it deteriorating. Each cover is custom fitted to your specific year, make and model watercraft so you know it will have a great look whether sitting on your dock or traveling down the road on your trailer. All covers have a shock cord sewn into the hem and include adjustable tie down straps for added security while trailering.

Custom storage covers are sewn to order and usually ship in 48-72 hrs. Being a custom product there are no returns accepted. Covers have a 1 year warranty against any defects in material or workmanship.
Contact SBT's sales team or email us at Sales@shopSBT.com for further assistance.

Color samples may be sent to you upon request or viewed by clicking HERE",2008 FX SHO  2008 FX CRUISER SHO   2009 FX HO  2009 FX SHO  2009 FX CRUISER HO  2009 FX CRUISER SHO   2010 FX HO  2010 FX SHO  2010 FX CRUISER HO  2010 FX CRUISER SHO   2011 FX HO  2011 FX SHO  2011 FX CRUISER HO  2011 FX CRUISER SHO
111WS419,111WS419,Storage Cover for Yamaha FZR 2009-2016,129.95,90.95,True,In Stock ETA: 5-7 business days,"A good storage cover is essential to protect your Yamaha watercraft while it is stored.

Our cover is made of 600D solution dyed polyester, which means the color goes all the way through and is much more fade resistant that other covers. Each Yamaha Jet Ski cover comes with a tie down strap kit for trailering locally.

The Yamaha covers work great for indoor and outdoor storage applications and the 600D material is breathable to help prevent mildew growth and allow moisture to evaporate.

All Yamaha covers come in a Black and Gray 2 tone color pattern.

Yamaha covers have a 1 year warranty against defects in workmanship or material.",2009 FZR Storage Cover2010 FZR Storage Cover2011 FZR Storage Cover2012 FZR Storage Cover2013 FZR Storage Cover2014 FZR Storage Cover2015 FZR Storage Cover2016 FZR Storage Cover
111WS419-C,111WS419-C,Custom Storage Cover for Yamaha FZR 2009-2016,196.95,137.85,False,,"Each of our custom storage covers are made from a very high end 600 Denier solution dyed polyester to resist fading and dry rot. We use only the highest quality thread that is designed to withstand the harsh UV rays from the sun without it deteriorating. Each cover is custom fitted to your specific year, make and model watercraft so you know it will have a great look whether sitting on your dock or traveling down the road on your trailer. All covers have a shock cord sewn into the hem and include adjustable tie down straps for added security while trailering locally.

Custom storage covers are sewn to order and usually ship in 48-72 hrs.

Being a custom product there are no returns accepted. Covers have a 1 year warranty against any defects in material or workmanship.

Contact SBT's Sales Team or email us at Sales@shopsbt.com for further assistance. 

Color samples may be sent to you upon request or viewed by clicking HERE",2009 FZR Custom Storage Cover 2010 FZR Custom Storage Cover 2011 FZR Custom Storage Cover 2012 FZR Custom Storage Cover 2013 FZR Custom Storage Cover 2014 FZR Custom Storage Cover 2015 FZR Custom Storage Cover 2016 FZR Custom Storage Cover
111WS420,111WS420,Storage Cover for Yamaha FZS 2009-2016,129.95,90.95,True,In Stock ETA: 5-7 business days,"A good storage cover is essential to protect your Yamaha watercraft while it is stored.

Our cover is made of 600D solution dyed polyester, which means the color goes all the way through and is much more fade resistant that other covers. Each Yamaha Jet Ski cover comes with a tie down strap kit for trailering locally.

The Yamaha covers work great for indoor and outdoor storage applications and the 600D material is breathable to help prevent mildew growth and allow moisture to evaporate.

All Yamaha covers come in a Black and Gray 2 tone color pattern.

Yamaha covers have a 1 year warranty against defects in workmanship or material.",Yamaha FZS 2009-2016
111WS420-C,111WS420-C,Custom Storage Cover for Yamaha FZS 2009-2016,199.95,168.95,False,,"Each of our custom storage covers are made from a very high end 600 Denier solution dyed polyester to resist fading and dry rot. We use only the highest quality thread that is designed to withstand the harsh UV rays from the sun without it deteriorating. Each cover is custom fitted to your specific year, make and model watercraft so you know it will have a great look whether sitting on your dock or traveling down the road on your trailer. All covers have a shock cord sewn into the hem and include adjustable tie down straps for added security while trailering locally.

Custom storage covers are sewn to order and usually ship in 48-72 hrs.

Being a custom product there are no returns accepted. Covers have a 1 year warranty against any defects in material or workmanship.

Contact SBT's Sales Team or email us at Sales@shopsbt.com for further assistance. 

Color samples may be sent to you upon request or viewed by clicking HERE",Yamaha FZS 2009-2016
111WS421-C,111WS421-C,Custom Storage Cover for Yamaha VX VXR VXS 2010-2014 V1 V1 Sport 2015-2016,196.95,137.85,False,,"Each of our custom storage covers are made from a very high end 600 Denier solution dyed polyester to resist fading and dry rot. We use only the highest quality thread that is designed to withstand the harsh UV rays from the sun without it deteriorating. Each cover is custom fitted to your specific year, make and model watercraft so you know it will have a great look whether sitting on your dock or traveling down the road on your trailer. All covers have a shock cord sewn into the hem and include adjustable tie down straps for added security while trailering locally.

Custom storage covers are sewn to order and usually ship in 48-72 hrs.

Being a custom product there are no returns accepted. Covers have a 1 year warranty against any defects in material or workmanship.

Contact SBT's Sales Team or email us at Sales@shopsbt.com for further assistance. 

Color samples may be sent to you upon request or viewed by clicking HERE","2010 VX CRUISER
2010 VX DELUXE
2010 VX SPORT
2011 VXR
2011 VX DELUXE
2011 VX SPORT
2011 VXS
2011 VX CRUISER
2012 VXR
2012 VX DELUXE 
2012 VX SPORT
2012 VXS
2012 VX CRUISER
2013 VXR
2013 VXS
2013 VX Deluxe
2013 VX Sport
2013 VX CRUISER
2014 VXR
2014 VX Deluxe
2014 VX Sport
2014 VXS
2014 VX CRUISER
2015 V1
2015 V1 Sport
2016 V1 Sport
2016 V1"
111WS422,111WS422,Storage Cover for Yamaha FX HO|SHO|SVHO 2012-2022,138.95,106.85,True,In Stock ETA: 5-7 business days,"A good storage cover is essential to protect your Yamaha watercraft while it is stored.

Our cover is made of 600D solution dyed polyester, which means the color goes all the way through and is much more fade resistant that other covers. Each Yamaha Jet Ski cover comes with a tie down strap kit for trailering locally.

The Yamaha covers work great for indoor and outdoor storage applications and the 600D material is breathable to help prevent mildew growth and allow moisture to evaporate.

All Yamaha covers come in a Black and Gray 2 tone color pattern.

Yamaha covers have a 1 year warranty against defects in workmanship or material.","2012 FX HO 2012 FX SHO 2012 FX CRUISER HO 2012 FX CRUISER SHO       2013 FX HO 2013 FX SHO 2013 FX CRUISER HO 2013 FX CRUISER SHO 2014 FX HO 2014 FX SHO 2014 FX SVHO 2014 FX Cruiser HO 2014 FX Cruiser SHO 2014 FX Cruiser SVHO 2015 FX Cruiser SVHO 2015 FX SVHO 2015 FX Cruiser SHO 2015 FX SHO 2015 FX Cruiser HO 2015 FX HO 2016 FX SVHO 2016 FX Crusier SVHO 2016 FX Cruiser SHO 2016 FX Cruiser HO 2016 FX HO 2017 FX HO 2017 FX Cruiser HO 2017 FX SVHO 2017 FX Cruiser SVHO 2017 FX Limited SVHO2018 FX HO
2018 FX Cruiser HO
2018 FX SVHO
2018 FX Cruiser SVHO
2018 FX Limited SVHO
2019 FX HO
2019 FX Cruiser HO
2019 FX SVHO
2019 FX Cruiser SVHO
2019 FX Limited SVHO
2020 FX HO
2020 FX Cruiser HO
2020 FX Limited SVHO
2021 FX Cruiser HO
2021 FX Cruiser SVHO
2021 FX HO
2021 FX Limited SVHO
2021 FX SVHO
2022 FX Limited SVHO
2022 FX SVHO
2022 FX Cruiser HO
2022 FX Cruiser SVHO
2022 FX Limited SVHO
2022 FX HO"
111WS422-C,111WS422-C,Custom Storage Cover for Yamaha 2012-2022 FX HO /SHO /Cruiser/ SVHO,196.95,168.95,False,,"Each of our custom storage covers are made from a very high end 600 Denier solution dyed polyester to resist fading and dry rot. We use only the highest quality thread that is designed to withstand the harsh UV rays from the sun without it deteriorating. Each cover is custom fitted to your specific year, make and model watercraft so you know it will have a great look whether sitting on your dock or traveling down the road on your trailer. All covers have a shock cord sewn into the hem and include adjustable tie down straps for added security while trailering locally.

Custom storage covers are sewn to order and usually ship in 48-72 hrs.

Being a custom product there are no returns accepted. Covers have a 1 year warranty against any defects in material or workmanship.

Contact SBT's Sales Team or email us at Sales@shopsbt.com for further assistance. 

Color samples may be sent to you upon request or viewed by clicking HERE","2012 FX HO 2012 FX SHO 2012 FX CRUISER HO 2012 FX CRUISER SHO       2013 FX HO 2013 FX SHO 2013 FX CRUISER HO 2013 FX CRUISER SHO 2014 FX HO 2014 FX SHO 2014 FX SVHO 2014 FX Cruiser HO 2014 FX Cruiser SHO 2014 FX Cruiser SVHO 2015 FX Cruiser SVHO 2015 FX SVHO 2015 FX Cruiser SHO 2015 FX SHO 2015 FX Cruiser HO 2015 FX HO 2016 FX SVHO 2016 FX Crusier SVHO 2016 FX Cruiser SHO 2016 FX Cruiser HO 2016 FX HO 2017 FX HO 2017 FX Cruiser HO 2017 FX SVHO 2017 FX Cruiser SVHO 2017 FX Limited SVHO2018 FX HO
2018 FX Cruiser HO
2018 FX SVHO
2018 FX Cruiser SVHO
2018 FX Limited SVHO
2019 FX HO
2019 FX Cruiser HO
2019 FX SVHO
2019 FX Cruiser SVHO
2019 FX Limited SVHO
2020 FX HO
2020 FX Cruiser HO
2020 FX Limited SVHO
2021 FX Cruiser HO
2021 FX Cruiser SVHO
2021 FX HO
2021 FX Limited SVHO
2021 FX SVHO
2022 FX Limited SVHO
2022 FX SVHO
2022 FX Cruiser HO
2022 FX Cruiser SVHO
2022 FX Limited SVHO
2022 FX HO"
111WS423,111WS423,Storage Cover for Yamaha 2015-2018 VX (all) 2017-2018 GP1800,138.95,106.85,False,In Stock ETA: 5-7 business days,"A good storage cover is essential to protect your Yamaha watercraft while it is stored.

Our cover is made of 600D solution dyed polyester, which means the color goes all the way through and is much more fade resistant that other covers. Each Yamaha Jet Ski cover comes with a tie down strap kit for trailering locally.

The Yamaha covers work great for indoor and outdoor storage applications and the 600D material is breathable to help prevent mildew growth and allow moisture to evaporate.

All Yamaha covers come in a Black and Gray 2 tone color pattern.

Yamaha covers have a 1 year warranty against defects in workmanship or material.",2015 VXR Storage Cover 2015 VXS Storage Cover 2015 VX Cruiser Storage Cover 2015 VX Deluxe Storage Cover 2015 VX Storage Cover 2016 VXR Storage Cover 2016 VXS Storage Cover 2016 VX Cruiser HO Storage Cover 2016 VX Limited Storage Cover 2016 VX Cruiser Storage Cover 2016 VX Deluxe Storage Cover 2016 VX Storage Cover 2017 VX Storage Cover 2017 VX Deluxe Storage Cover 2017 VX Cruiser Storage Cover 2017 VX Limited Storage Cover 2017 VX Cruiser HO Storage Cover 2017 VXR Storage Cover 2017 GP1800 Storage Cover 2018 VX Storage Cover 2018 VX Deluxe Storage Cover 2018 VX Cruiser Storage Cover 2018 VX Limited Storage Cover 2018 VX Cruiser HO Storage Cover 2018 VXR Storage Cover 2018 GP1800 Storage Cover
111WS423-C,111WS423-C,Custom Storage Cover for Yamaha 2015-2018 VX (all) 2017-2018 GP1800,199.95,168.95,False,,"Each of our custom storage covers are made from a very high end 600 Denier solution dyed polyester to resist fading and dry rot. We use only the highest quality thread that is designed to withstand the harsh UV rays from the sun without it deteriorating. Each cover is custom fitted to your specific year, make and model watercraft so you know it will have a great look whether sitting on your dock or traveling down the road on your trailer. All covers have a shock cord sewn into the hem and include adjustable tie down straps for added security while trailering locally.

Custom storage covers are sewn to order and usually ship in 48-72 hrs.

Being a custom product there are no returns accepted. Covers have a 1 year warranty against any defects in material or workmanship.

Contact SBT's Sales Team or email us at Sales@shopsbt.com for further assistance. 

Color samples may be sent to you upon request or viewed by clicking HERE",2015 VXR Storage Cover 2015 VXS Storage Cover 2015 VX Cruiser Storage Cover 2015 VX Deluxe Storage Cover 2015 VX Storage Cover 2016 VXR Storage Cover 2016 VXS Storage Cover 2016 VX Cruiser HO Storage Cover 2016 VX Limited Storage Cover 2016 VX Cruiser Storage Cover 2016 VX Deluxe Storage Cover 2016 VX Storage Cover 2017 VX Storage Cover 2017 VX Deluxe Storage Cover 2017 VX Cruiser Storage Cover 2017 VX Limited Storage Cover 2017 VX Cruiser HO Storage Cover 2017 VXR Storage Cover 2017 GP1800 Storage Cover 2018 VX Storage Cover 2018 VX Deluxe Storage Cover 2018 VX Cruiser Storage Cover 2018 VX Limited Storage Cover 2018 VX Cruiser HO Storage Cover 2018 VXR Storage Cover 2018 GP1800 Storage Cover
111WS424,111WS424,Storage Cover for Yamaha EX Series 2017-2018,138.95,106.85,True,In Stock ETA: 5-7 business days,"A good storage cover is essential to protect your Yamaha watercraft while it is stored.

Our cover is made of 600D solution dyed polyester, which means the color goes all the way through and is much more fade resistant that other covers. Each Yamaha Jet Ski cover comes with a tie down strap kit for trailering locally.

The Yamaha covers work great for indoor and outdoor storage applications and the 600D material is breathable to help prevent mildew growth and allow moisture to evaporate.

All Yamaha covers come in a Black and Gray 2 tone color pattern.

Yamaha covers have a 1 year warranty against defects in workmanship or material.",2017-2018 EX Series
111WS600,111WS600,Storage Cover for Honda 2002-2007 Aqua Trax F12/ F12X/ F12 GP Scape,138.95,106.85,True,In Stock ETA: 5-7 business days,"A good storage cover is essential to protect your Honda watercraft while it is stored.

Our cover is made of 600D solution dyed polyester, which means the color goes all the way through and is much more fade resistant that other covers. Each Honda Jet Ski cover comes with a tie down strap kit for trailering locally.

The Honda covers work great for indoor and outdoor storage applications and the 600D material is breathable to help prevent mildew growth and allow moisture to evaporate.

All Honda covers come in a Black and Gray 2 tone color pattern.

Honda covers have a 1 year warranty against defects in workmanship or material.","2002-2007 Aqua Trax F12, F12X, F12 GP Scape"
111WS600-C,111WS600-C,Custom Storage Cover for Yamaha 2002-2008 Aqua Trax F12/ F12X/ F12 GP Scape,196.95,137.85,False,,"Each of our custom storage covers are made from a very high end 600 Denier solution dyed polyester to resist fading and dry rot. We use only the highest quality thread that is designed to withstand the harsh UV rays from the sun without it deteriorating. Each cover is custom fitted to your specific year, make and model watercraft so you know it will have a great look whether sitting on your dock or traveling down the road on your trailer. All covers have a shock cord sewn into the hem and include adjustable tie down straps for added security while trailering locally.

Custom storage covers are sewn to order and usually ship in 48-72 hrs.

Being a custom product there are no returns accepted. Covers have a 1 year warranty against any defects in material or workmanship.

Contact SBT's Sales Team or email us at Sales@shopsbt.com for further assistance. 

Color samples may be sent to you upon request or viewed by clicking HERE","Honda:2002-2007 Aqua Trax F12, F12X, F12 GP Scape"
111WS901,111WS901,,563.95,472.6,False,,"Will fit tower or non-tower models

A good storage cover is essential to protect your Yamaha Jet Boat while it is stored.
SBT is pleased to offer a custom cover sewn right here at SBT headquarters. These covers are made with a 600D solution dyed polyester. That means it breathes to help cut down on mildew but still keeps the elements out.

This cover includes a ratchet strap to tighten the cover under the rub rail as well as reinforced cutouts at the cleat locations. This allows you to cover the boat and still tie it to the dock. We also sell an optional cover support system to help prevent water from pooling on the cover when the boat sits outside.",1999 LS 2000 2000 LS 2000 2001 LS 2000 2002 LS 2000 2003 LS 2000 2002 LX 2000 2003 LX 210 2004 LX 210 2005 LX 210 
111WS902,111WS902,,676.95,578.95,False,,"Will fit tower or non-tower models

A good storage cover is essential to protect your Yamaha Jet Boat while it is stored.
SBT is pleased to offer a custom cover sewn right here at SBT headquarters. These covers are made with a 600D solution dyed polyester. That means it breathes to help cut down on mildew but still keeps the elements out.

This cover includes a ratchet strap to tighten the cover under the rub rail as well as reinforced cutouts at the cleat locations. This allows you to cover the boat and still tie it to the dock. We also sell an optional cover support system to help prevent water from pooling on the cover when the boat sits outside.",2008 212SS 2009 212SS 2010 212SS 2008 212X 2009 212X 2010 212X 2003 AR 210 2004 AR 210 2005 AR 210 2006 AR 210 2007 AR 210 2008 AR 210 2009 AR 210 2010 AR 210 2011 AR 210 2012 AR 210 2006 SR 210 2007 SR 210 2006 SX 210 2007 SX 210 2008 SX 210 2010 SX 210 2011 SX 210
111WS905,111WS905,,676.95,578.95,False,,"Will fit tower or non-tower models

A good storage cover is essential to protect your Yamaha Jet Boat while it is stored.
SBT is pleased to offer a custom cover sewn right here at SBT headquarters. These covers are made with a 600D solution dyed polyester. That means it breathes to help cut down on mildew but still keeps the elements out.

This cover includes a ratchet strap to tighten the cover under the rub rail as well as reinforced cutouts at the cleat locations. This allows you to cover the boat and still tie it to the dock. We also sell an optional cover support system to help prevent water from pooling on the cover when the boat sits outside.","2003	SR230	 
2004	AR230	
2004	AR230 CA	
2004	SR230	
2004	SX230	
2004	SX230 CA	 
2005	AR230	
2005	AR230HO	
2005	SR230	
2005	SX230	
2005	SX230 HO	 
2006	AR230	
2006	AR230 HO	
2006	SX230	
2006	SX230 HO	"
